ID,Name,Category,City,Country,Latitude,Longitude,Description,Entry_Time,Fee,Visit_Time
10766,Bulu Atuloi,Natural Landmark,Unknown,Indonesia,-1.4668,120.2935,Not Available,0,Not Available,Not Available
10767,Bulu Awa,Natural Landmark,Unknown,Indonesia,-4.6069,119.8859,Not Available,0,Not Available,Not Available
10768,Bulu Awo,Natural Landmark,Unknown,Indonesia,-3.789,120.1339,Not Available,0,Not Available,Not Available
10769,Bulu Ba,Natural Landmark,Unknown,Indonesia,-1.6217,119.8304,Not Available,0,Not Available,Not Available
10770,Bulu Babanji,Natural Landmark,Unknown,Indonesia,0.975,120.3406,Not Available,0,Not Available,Not Available
10771,Bulu Babara,Natural Landmark,Unknown,Indonesia,-5.2848,120.132,Not Available,0,Not Available,Not Available
10772,Bulu Babbo,Natural Landmark,Unknown,Indonesia,-4.8902,119.9989,Not Available,Not Available,0,Not Available
10773,Bulu Bacoapie,Natural Landmark,Unknown,Indonesia,-5.2765,120.2138,Not Available,0,Not Available,Not Available
10774,Bulu Bairi,Natural Landmark,Unknown,Indonesia,-4.728,120.2462,Not Available,0,Not Available,Not Available
10775,Bulu Bajengbajeng,Natural Landmark,Unknown,Indonesia,-4.6713,119.6788,Not Available,0,Not Available,Not Available
10776,Bulu Bake,Natural Landmark,Unknown,Indonesia,-1.9546,119.86762,Not Available,0,Not Available,Not Available
10777,Bulu Bakka,Natural Landmark,Unknown,Indonesia,-4.5063,119.981,Not Available,0,Not Available,Not Available
10778,Bulu Baku,Natural Landmark,Unknown,Indonesia,-0.4306,119.7636,Not Available,0,Not Available,Not Available
10779,Bulu Balalloe,Natural Landmark,Unknown,Indonesia,-5.3121,120.2258,Not Available,0,Not Available,Not Available
10780,Bulu Balamba,Natural Landmark,Unknown,Indonesia,-1.9138,120.3104,Not Available,0,Not Available,Not Available
10781,Bulu Balambano,Natural Landmark,Unknown,Indonesia,-2.6187,121.2299,Not Available,0,Not Available,Not Available
10782,Bulu Balanggulung,Natural Landmark,Unknown,Indonesia,-5.2761,120.2446,Not Available,0,Not Available,Not Available
10783,Bulu Balatung,Natural Landmark,Unknown,Indonesia,-5.2019,119.5931,Not Available,0,Not Available,Not Available
10784,Bulu Baleala,Natural Landmark,Unknown,Indonesia,-1.9535,120.1628,Not Available,0,Not Available,Not Available
10785,Bulu Baleangi,Natural Landmark,Unknown,Indonesia,-5.2775,120.3222,Not Available,0,Not Available,Not Available
10786,Bulu Baleanging,Natural Landmark,Unknown,Indonesia,-4.7668,119.7393,Not Available,0,Not Available,Not Available
10787,Bulu Balelue,Natural Landmark,Unknown,Indonesia,-4.9737,119.8015,Not Available,0,Not Available,Not Available
10788,Bulu Balesi,Natural Landmark,Unknown,Indonesia,-2.3609,121.2314,Not Available,0,Not Available,Not Available
10789,Bulu Balieng,Natural Landmark,Unknown,Indonesia,-4.7478,120.3458,Not Available,0,Not Available,Not Available
10790,Bulu Balleanging,Natural Landmark,Unknown,Indonesia,-5.1826,119.7184,Not Available,0,Not Available,Not Available
10791,Bulu Balora,Natural Landmark,Unknown,Indonesia,-4.9598,119.843,Not Available,0,Not Available,Not Available
10792,Bulu Balunti,Natural Landmark,Unknown,Indonesia,-1.033333,119.8,Not Available,0,Not Available,Not Available
10793,Bulu Baluwunggu,Natural Landmark,Unknown,Indonesia,-1.966667,119.983333,Not Available,0,Not Available,Not Available
10794,Bulu Bampa,Natural Landmark,Unknown,Indonesia,-4.4829,119.6606,Not Available,0,Not Available,Not Available
10795,Bulu Banbete,Natural Landmark,Unknown,Indonesia,-0.8409,119.9682,Not Available,0,Not Available,Not Available
10796,Bulu Banga,Natural Landmark,Unknown,Indonesia,-1.7348,119.5537,Not Available,Not Available,0,Not Available
10797,Bulu Bangat,Natural Landmark,Unknown,Indonesia,-0.0839,119.6513,Not Available,0,Not Available,Not Available
10798,Bulu Bangkelala,Natural Landmark,Unknown,Indonesia,-1.9738,120.2676,Not Available,0,Not Available,Not Available
10799,Bulu Bangunglengoe,Natural Landmark,Unknown,Indonesia,-4.6983,119.6602,Not Available,0,Not Available,Not Available
10800,Bulu Bantaro,Natural Landmark,Unknown,Indonesia,-4.831,119.6909,Not Available,0,Not Available,Not Available
10801,Bulu Banuassapu,Natural Landmark,Unknown,Indonesia,-4.8211,120.2202,Not Available,0,Not Available,Not Available
10802,Bulu Banyira,Natural Landmark,Unknown,Indonesia,-5.1956,120.1239,Not Available,0,Not Available,Not Available
10803,Bulu Bara,Natural Landmark,Unknown,Indonesia,-5.2966,120.0291,Not Available,0,Not Available,Not Available
10804,Bulu Barang,Natural Landmark,Unknown,Indonesia,-4.6701,119.7587,Not Available,0,Not Available,Not Available
10805,Bulu Barebe,Natural Landmark,Unknown,Indonesia,-4.2704,119.7008,Not Available,0,Not Available,Not Available
10806,Bulu Baremeng,Natural Landmark,Unknown,Indonesia,-4.3418,119.6846,Not Available,0,Not Available,Not Available
10807,Bulu Baria,Natural Landmark,Unknown,Indonesia,-5.3402,119.9221,Not Available,0,Not Available,Not Available
10808,Bulu Baringeng,Natural Landmark,Unknown,Indonesia,-4.9171,120.2186,Not Available,Not Available,0,Not Available
10809,Bulu Bariri,Natural Landmark,Unknown,Indonesia,-1.4439,120.4105,Not Available,0,Not Available,Not Available
10810,Bulu Barunga,Natural Landmark,Unknown,Indonesia,-2.7205,121.3846,Not Available,0,Not Available,Not Available
10811,Bulu Barungbawang,Natural Landmark,Unknown,Indonesia,-2.6818,121.4084,Not Available,0,Not Available,Not Available
10812,Bulu Bata,Natural Landmark,Unknown,Indonesia,-5.1393,119.9706,Not Available,0,Not Available,Not Available
10813,Bulu Batalita,Natural Landmark,Unknown,Indonesia,-0.2651,119.9284,Not Available,0,Not Available,Not Available
10814,Bulu Batangtomba,Natural Landmark,Unknown,Indonesia,-2.8087,121.1487,Not Available,0,Not Available,Not Available
10815,Bulu Batio,Natural Landmark,Unknown,Indonesia,-1.08148,119.5421,Not Available,0,Not Available,Not Available
10816,Bulu Batoa,Natural Landmark,Unknown,Indonesia,-4.7145,119.7263,Not Available,0,Not Available,Not Available
10817,Bulu Battupute,Natural Landmark,Unknown,Indonesia,-3.9773,119.7408,Not Available,0,Not Available,Not Available
10818,Bulu Batu,Natural Landmark,Unknown,Indonesia,-4.4812,119.9122,Not Available,Not Available,0,Not Available
10819,Bulu Batualong,Natural Landmark,Unknown,Indonesia,-3.955,119.7583,Not Available,0,Not Available,Not Available
10820,Bulu Batuapi,Natural Landmark,Unknown,Indonesia,-3.0884,121.2577,Not Available,0,Not Available,Not Available
10821,Bulu Batuara,Natural Landmark,Unknown,Indonesia,-3.9467,119.7558,Not Available,0,Not Available,Not Available
10822,Bulu Batubellang,Natural Landmark,Unknown,Indonesia,-4.596,119.7887,Not Available,0,Not Available,Not Available
10823,Bulu Batubika,Natural Landmark,Unknown,Indonesia,-1.5986,119.8589,Not Available,0,Not Available,Not Available
10824,Bulu Batucego,Natural Landmark,Unknown,Indonesia,-4.5779,119.9946,Not Available,0,Not Available,Not Available
10825,Bulu Batuejang,Natural Landmark,Unknown,Indonesia,-5.2247,119.8005,Not Available,0,Not Available,Not Available
10826,Bulu Batugorencing,Natural Landmark,Unknown,Indonesia,-4.6727,119.6586,Not Available,0,Not Available,Not Available
10827,Bulu Batukampe,Natural Landmark,Unknown,Indonesia,-4.351,119.8579,Not Available,0,Not Available,Not Available
10828,Bulu Batulapa,Natural Landmark,Unknown,Indonesia,-3.9255,119.7515,Not Available,0,Not Available,Not Available
10829,Bulu Batulapance,Natural Landmark,Unknown,Indonesia,-4.3985,119.7532,Not Available,0,Not Available,Not Available
10830,Bulu Batulappa,Natural Landmark,Unknown,Indonesia,-4.8598,119.7536,Not Available,0,Not Available,Not Available
10831,Bulu Batumaeja,Natural Landmark,Unknown,Indonesia,-5.1672,119.62,Not Available,0,Not Available,Not Available
10832,Bulu Batumagina,Natural Landmark,Unknown,Indonesia,-5.1,121.95,Not Available,0,Not Available,Not Available
10833,Bulu Batumapapi,Natural Landmark,Unknown,Indonesia,-4.6319,119.8282,Not Available,0,Not Available,Not Available
10834,Bulu Batumarolok,Natural Landmark,Unknown,Indonesia,-5.1031,119.7035,Not Available,0,Not Available,Not Available
10835,Bulu Batumarung,Natural Landmark,Unknown,Indonesia,-4.6821,119.6665,Not Available,0,Not Available,Not Available
10836,Bulu Batumassongo,Natural Landmark,Unknown,Indonesia,-5.2254,120.2259,Not Available,0,Not Available,Not Available
10837,Bulu Batumenteng,Natural Landmark,Unknown,Indonesia,-5.0919,119.8643,Not Available,0,Not Available,Not Available
10838,Bulu Batumpihono,Natural Landmark,Unknown,Indonesia,-1.6009,119.5771,Not Available,0,Not Available,Not Available
10839,Bulu Batunuang,Natural Landmark,Unknown,Indonesia,-4.2824,119.8542,Not Available,0,Not Available,Not Available
10840,Bulu Batupajara,Natural Landmark,Unknown,Indonesia,-5.269,120.2262,Not Available,0,Not Available,Not Available
10841,Bulu Batupipi,Natural Landmark,Unknown,Indonesia,-0.0788,119.7287,Not Available,0,Not Available,Not Available
10842,Bulu Batuputih,Natural Landmark,Unknown,Indonesia,-0.1912,119.9284,Not Available,0,Not Available,Not Available
10843,Bulu Baturadeng,Natural Landmark,Unknown,Indonesia,-3.6643,120.3417,Not Available,0,Not Available,Not Available
10844,Bulu Baturiko,Natural Landmark,Unknown,Indonesia,-4.7238,119.7134,Not Available,0,Not Available,Not Available
10845,Bulu Batusainga,Natural Landmark,Unknown,Indonesia,-5.266667,121.85,Not Available,0,Not Available,Not Available
10846,Bulu Batusipoko,Natural Landmark,Unknown,Indonesia,-5.1519,119.9551,Not Available,0,Not Available,Not Available
10847,Bulu Batusitoppo,Natural Landmark,Unknown,Indonesia,-4.9328,119.7823,Not Available,0,Not Available,Not Available
10848,Bulu Batuteba,Natural Landmark,Unknown,Indonesia,-4.5715,119.8299,Not Available,0,Not Available,Not Available
10849,Bulu Batutiga,Natural Landmark,Unknown,Indonesia,-5.1314,119.5912,Not Available,0,Not Available,Not Available
10850,Bulu Bau,Natural Landmark,Unknown,Indonesia,-3.5671,120.3863,Not Available,0,Not Available,Not Available
10851,Bulu Baung,Natural Landmark,Unknown,Indonesia,0.7368,120.28721,Not Available,0,Not Available,Not Available
10852,Bulu Bawakaraeng,Natural Landmark,Unknown,Indonesia,-5.3173,119.944,Not Available,0,Not Available,Not Available
10853,Bulu Bebue,Natural Landmark,Unknown,Indonesia,-4.0869,119.6337,Not Available,0,Not Available,Not Available
10854,Bulu Becu,Natural Landmark,Unknown,Indonesia,0.7286,120.2038,Not Available,0,Not Available,Not Available
10855,Bulu Bedenglolo,Natural Landmark,Unknown,Indonesia,-5.4902,119.7513,Not Available,0,Not Available,Not Available
10856,Bulu Belang,Natural Landmark,Unknown,Indonesia,-4.5271,119.6783,Not Available,0,Not Available,Not Available
10857,Bulu Bellang,Natural Landmark,Unknown,Indonesia,-4.848,119.6255,Not Available,0,Not Available,Not Available
10858,Bulu Benceng,Natural Landmark,Unknown,Indonesia,-4.6425,119.642778,Not Available,0,Not Available,Not Available
10859,Bulu Bente,Natural Landmark,Unknown,Indonesia,-1.7213,120.0379,Not Available,0,Not Available,Not Available
10860,Bulu Bentengdewata,Natural Landmark,Unknown,Indonesia,-3.011,121.3312,Not Available,0,Not Available,Not Available
10861,Bulu Benung,Natural Landmark,Unknown,Indonesia,-4.6288,119.6754,Not Available,0,Not Available,Not Available
10862,Bulu Bete,Natural Landmark,Unknown,Indonesia,-1.2106,119.85131,Not Available,0,Not Available,Not Available
10863,Bulu Betengsamaribu,Natural Landmark,Unknown,Indonesia,-1.01076,119.55736,Not Available,0,Not Available,Not Available
10864,Bulu Betue,Natural Landmark,Unknown,Indonesia,-1.5704,120.2344,Not Available,0,Not Available,Not Available
10865,Bulu Bia,Natural Landmark,Unknown,Indonesia,-1.866667,125.433333,Not Available,0,Not Available,Not Available
10866,Bulu Biccoing,Natural Landmark,Unknown,Indonesia,-4.9465,120.2479,Not Available,0,Not Available,Not Available
10867,Bulu Biccoweng,Natural Landmark,Unknown,Indonesia,-4.9484,120.234,Not Available,0,Not Available,Not Available
10868,Bulu Biceri,Natural Landmark,Unknown,Indonesia,-4.9847,120.0402,Not Available,0,Not Available,Not Available
10869,Bulu Bihunuk,Natural Landmark,Unknown,Indonesia,-1.5508,120.4806,Not Available,0,Not Available,Not Available
10870,Bulu Biku,Natural Landmark,Unknown,Indonesia,-4.9329,119.6662,Not Available,0,Not Available,Not Available
10871,Bulu Bikulu,Natural Landmark,Unknown,Indonesia,-2.7403,121.094,Not Available,0,Not Available,Not Available
10872,Bulu Bilang,Natural Landmark,Unknown,Indonesia,-5.2072,119.8929,Not Available,0,Not Available,Not Available
10873,Bulu Bimpa,Natural Landmark,Unknown,Indonesia,-4.9762,119.8622,Not Available,0,Not Available,Not Available
10874,Bulu Bincoeng,Natural Landmark,Unknown,Indonesia,-4.5651,120.0011,Not Available,0,Not Available,Not Available
10875,Bulu Bintang,Natural Landmark,Unknown,Indonesia,-4.0357,119.768,Not Available,0,Not Available,Not Available
10876,Bulu Biringele,Natural Landmark,Unknown,Indonesia,-4.7864,119.6288,Not Available,0,Not Available,Not Available
10877,Bulu Biroyong,Natural Landmark,Unknown,Indonesia,-5.2016,119.6905,Not Available,0,Not Available,Not Available
10878,Bulu Biru,Natural Landmark,Unknown,Indonesia,-4.2714,119.7339,Not Available,0,Not Available,Not Available
10879,Bulu Bisolong,Natural Landmark,Unknown,Indonesia,-5.1432,119.9494,Not Available,0,Not Available,Not Available
10880,Bulu Bitea,Natural Landmark,Unknown,Indonesia,-1.3581,120.4094,Not Available,0,Not Available,Not Available
10881,Bulu Bitipondo,Natural Landmark,Unknown,Indonesia,-1.4035,120.403,Not Available,0,Not Available,Not Available
10882,Bulu Bitolo,Natural Landmark,Unknown,Indonesia,-5.1794,119.6474,Not Available,0,Not Available,Not Available
10883,Bulu Bitta,Natural Landmark,Unknown,Indonesia,-4.9181,119.6347,Not Available,Not Available,0,Not Available
10884,Bulu Bobe,Natural Landmark,Unknown,Indonesia,-1.5446,120.1675,Not Available,0,Not Available,Not Available
10885,Bulu Bobongko,Natural Landmark,Unknown,Indonesia,-1.9811,120.2313,Not Available,0,Not Available,Not Available
10886,Bulu Bocingnge,Natural Landmark,Unknown,Indonesia,-5.0853,120.0907,Not Available,0,Not Available,Not Available
10887,Bulu Bococanga,Natural Landmark,Unknown,Indonesia,-4.526,119.6419,Not Available,0,Not Available,Not Available
10888,Bulu Bocompara,Natural Landmark,Unknown,Indonesia,-4.0489,119.7965,Not Available,0,Not Available,Not Available
10889,Bulu Bogo,Natural Landmark,Unknown,Indonesia,-5.125,119.5908,Not Available,0,Not Available,Not Available
10890,Bulu Bohollangi,Natural Landmark,Unknown,Indonesia,-5.2532,120.0736,Not Available,0,Not Available,Not Available
10891,Bulu Bohonglangi,Natural Landmark,Unknown,Indonesia,-5.1291,119.9368,Not Available,0,Not Available,Not Available
10892,Bulu Bokki,Natural Landmark,Unknown,Indonesia,-5.1972,120.1524,Not Available,0,Not Available,Not Available
10893,Bulu Bolabatu,Natural Landmark,Unknown,Indonesia,-4.1479,119.7587,Not Available,0,Not Available,Not Available
10894,Bulu Bolawanga,Natural Landmark,Unknown,Indonesia,-1.0189,120.1125,Not Available,0,Not Available,Not Available
10895,Bulu Bollangi,Natural Landmark,Unknown,Indonesia,-5.2293,119.5738,Not Available,0,Not Available,Not Available
10896,Bulu Bomba,Natural Landmark,Unknown,Indonesia,-0.712,119.9283,Not Available,Not Available,0,Not Available
10897,Bulu Bompo,Natural Landmark,Unknown,Indonesia,-4.6078,119.905,Not Available,0,Not Available,Not Available
10898,Bulu Bongkabongka,Natural Landmark,Unknown,Indonesia,-4.0975,119.7202,Not Available,0,Not Available,Not Available
10899,Bulu Bongku,Natural Landmark,Unknown,Indonesia,-1.7164,119.5203,Not Available,0,Not Available,Not Available
10900,Bulu Bonji,Natural Landmark,Unknown,Indonesia,-4.7755,119.7935,Not Available,0,Not Available,Not Available
10901,Bulu Bonjo,Natural Landmark,Unknown,Indonesia,-0.1086,119.7151,Not Available,0,Not Available,Not Available
10902,Bulu Bonrongi,Natural Landmark,Unknown,Indonesia,-3.9346,119.6406,Not Available,0,Not Available,Not Available
10903,Bulu Bonto,Natural Landmark,Unknown,Indonesia,-5.086,119.9945,Not Available,0,Not Available,Not Available
10904,Bulu Bontododo,Natural Landmark,Unknown,Indonesia,-5.3891,120.3877,Not Available,0,Not Available,Not Available
10905,Bulu Bontokumpa,Natural Landmark,Unknown,Indonesia,-4.6722,120.1556,Not Available,0,Not Available,Not Available
10906,Bulu Bontolaja,Natural Landmark,Unknown,Indonesia,-5.1339,119.9293,Not Available,0,Not Available,Not Available
10907,Bulu Bontoloe,Natural Landmark,Unknown,Indonesia,-5.2514,120.307,Not Available,0,Not Available,Not Available
10908,Bulu Bontoloherang,Natural Landmark,Unknown,Indonesia,-5.1556,119.9268,Not Available,0,Not Available,Not Available
10909,Bulu Bontomanai,Natural Landmark,Unknown,Indonesia,-5.1345,119.8288,Not Available,0,Not Available,Not Available
10910,Bulu Bontomasuji,Natural Landmark,Unknown,Indonesia,-4.7819,119.653,Not Available,0,Not Available,Not Available
10911,Bulu Bontopanno,Natural Landmark,Unknown,Indonesia,-5.2034,119.634,Not Available,0,Not Available,Not Available
10912,Bulu Bontorikoe,Natural Landmark,Unknown,Indonesia,-4.5311,119.9802,Not Available,0,Not Available,Not Available
10913,Bulu Bontosiri,Natural Landmark,Unknown,Indonesia,-4.9626,119.8983,Not Available,0,Not Available,Not Available
10914,Bulu Bontotinggi,Natural Landmark,Unknown,Indonesia,-5.2995,120.0903,Not Available,0,Not Available,Not Available
10915,Bulu Borisallo,Natural Landmark,Unknown,Indonesia,-5.1669,119.6858,Not Available,0,Not Available,Not Available
10916,Bulu Borontale,Natural Landmark,Unknown,Indonesia,-4.7789,119.671,Not Available,0,Not Available,Not Available
